CustomerID,Recency,Frequency,Monetary,Cluster,PCA1,PCA2,DBSCAN_Cluster
12546,46,69,633,0,-561.4367519078859,-6.798390634240349,-1
12547,197,8,134,1,-1061.8995372037848,-73.4632362046618,-1
12548,165,5,49,1,-1146.8630250084022,-71.42789445050519,-1
12550,78,57,569,0,-625.7367330316463,-20.82365125175101,-1
12551,357,10,100,1,-1096.2468548731931,-87.55616224704393,-1
12552,38,20,88,0,-1107.2665444607694,-43.98427881055189,-1
12553,7,191,1965,0,772.778724835181,92.44404062764522,-1
12556,49,121,358,0,-835.3781874776296,49.989849512969826,-1
12557,15,33,4384,0,3188.215085287742,-112.97795468438319,-1
12558,7,11,196,0,-999.3865646270899,-51.807942086047845,-1
12559,310,21,283,1,-912.952462931775,-75.29088460688806,-1
12560,4,105,1110,0,-83.72432344148137,24.03027668607035,-1
12561,302,16,177,1,-1019.0097859520494,-77.34429406209746,-1
12562,7,168,1779,0,586.3665535346661,73.22590820508461,-1
12564,260,21,133,1,-1062.80079053318,-67.11244675900559,-1
12565,288,9,80,1,-1116.0930712018906,-80.93490582917094,-1
12566,85,19,265,0,-930.4355349340981,-53.37297665397155,-1
12567,22,446,4305,0,3117.2580702966106,298.49089900923417,-1
12569,1,188,1801,0,608.7666297260571,93.30839193725899,-1
12571,39,34,523,0,-672.0801375815761,-38.707327565342304,-1
12572,8,60,452,0,-742.4838799265528,-8.216425099291257,-1
12573,226,28,84,1,-1111.5715142731362,-55.63127609444451,-1
12574,315,11,61,1,-1135.1167403541178,-81.39970984492075,-1
12576,35,88,967,0,-227.10401824397275,6.688849624085364,-1
12577,34,147,472,0,-720.8568722574086,75.17444026654704,-1
12578,20,114,1196,0,2.395130292058866,29.616072975236193,-1
12579,77,29,285,0,-910.2249556891566,-42.98499376534161,-1
12580,246,24,238,1,-957.7282192183934,-64.7250522112266,-1
12581,39,15,161,0,-1034.380467086676,-50.493457905935024,-1
12582,238,22,300,1,-895.7594870247744,-67.0932446330289,-1
12583,2,247,5060,0,3868.2852676658777,87.89629702846526,-1
12584,3,96,416,0,-777.7634106791592,28.80887003196962,-1
12585,233,87,1279,1,84.33023633956941,-21.156618920186332,-1
12586,16,11,79,0,-1116.3861091151564,-50.453444325193644,-1
12587,7,4,51,0,-1144.4949703087373,-55.92188109210776,-1
12588,38,10,53,0,-1142.4545909059157,-53.240375179362694,-1
12589,28,35,306,0,-888.9918236764529,-32.30197127188406,-1
12590,210,68,4283,1,3087.437566918773,-96.60725069714141,-1
12591,316,26,228,1,-967.8591961803452,-69.86779896492779,-1
12592,91,18,290,0,-905.4745641810875,-55.48610629108093,-1
12593,108,21,206,0,-989.441673188722,-52.63388575260433,-1
12594,37,118,1777,0,583.3193193064058,20.409133266202062,-1
12596,50,27,474,0,-721.2340546787747,-45.85716764883082,-1
12597,18,206,2236,0,1043.9916707498435,100.88769708780475,-1
12598,9,132,1964,0,770.6247295346495,33.58989282658041,-1
12599,28,62,956,0,-238.59117299688148,-18.214577093902363,-1
12600,28,64,774,0,-420.51713324427135,-12.653423567456827,-1
12601,189,28,245,1,-950.5117057251282,-54.91839672579391,-1
12602,58,12,162,0,-1033.4857462348982,-55.484960878683154,-1
12603,21,3,64,0,-1131.5513280035818,-58.63690664151007,-1
12604,78,16,201,0,-994.464450234133,-54.36687260870379,-1
12607,59,101,1228,0,34.03997921659902,11.979322803962901,-1
12609,77,60,648,0,-546.691067545083,-19.286747230006526,-1
12610,22,106,1049,0,-144.737279538057,24.337718586300937,-1
12611,51,65,846,0,-348.5680015262227,-15.480080699721569,-1
12612,73,19,262,0,-933.4054944330287,-52.05791786856733,-1
12613,56,153,1644,0,450.98008190781457,55.831814724916256,-1
12614,277,20,76,1,-1119.851021023671,-68.76746532022274,-1
12615,1,105,1376,0,182.23176961415538,19.122930472880185,-1
12616,94,32,284,0,-911.2080632601626,-41.762003612964065,-1
12617,28,42,213,0,-981.8375425962222,-23.516263206889533,-1
12618,21,11,96,0,-1099.401661862567,-51.310546673502344,-1
12619,15,90,3378,0,2183.5193147015143,-36.55510622020496,-1
12620,14,92,1181,0,-13.015791501476542,8.663730964779958,-1
12621,1,467,7440,0,6252.11441106709,260.03195442001044,-1
12622,231,11,69,1,-1126.9120467061236,-72.7635475181379,-1
12623,275,18,191,1,-1004.907235900028,-72.80409514537897,-1
12624,105,38,355,0,-840.1318801349503,-38.341299908135625,-1
12625,211,86,1612,1,417.30058415577355,-26.384501812491507,-1
12626,22,294,3453,0,2262.4614455385663,164.07960436658337,-1
12627,10,230,2752,0,1560.3793540803142,115.45992594594722,-1
12628,3,41,448,0,-746.8409393500774,-26.506433751661326,-1
12630,9,64,548,0,-646.4269223447355,-6.228268567782713,-1
12631,56,31,236,0,-959.1249932691463,-37.836235567790425,-1
12633,58,101,1162,0,-31.94484384756879,13.379536311815002,-1
12635,89,101,1172,0,-22.022882171326273,9.938135232226927,-1
12637,66,390,3002,0,1813.310360420947,263.7804141386814,-1
12638,32,39,577,0,-617.9759635652943,-34.06298178344656,-1
12639,238,22,201,1,-994.7404044009941,-65.14994573876619,-1
12640,23,53,311,0,-883.6298844229809,-13.979094907546497,-1
12641,114,10,72,0,-1123.6448474126883,-61.56908082025606,-1
12642,24,47,552,0,-642.7956689659107,-24.780305461690062,-1
12643,127,24,1808,0,612.2613245647585,-83.08599608522857,-1
12644,129,31,325,0,-870.3213769802724,-47.22494819686898,-1
12645,33,73,1084,0,-110.41384930335926,-10.313096364135824,-1
12646,4,45,897,0,-297.85202385103275,-31.447413681513794,-1
12647,21,122,1432,0,238.50301947621415,32.83337855248014,-1
12648,154,21,160,1,-1035.5457451007264,-56.546260728773966,-1
12649,106,31,586,0,-609.3152164228535,-49.940529767718786,-1
12650,2,20,254,0,-941.2101548682845,-43.4742267623794,-1
12651,334,9,78,1,-1118.2056242800197,-85.71096920279066,-1
12652,330,48,505,1,-690.5184173691683,-54.89577606906736,-1
12653,148,43,919,1,-276.2487698764653,-48.941933407804946,-1
12654,10,38,264,0,-930.8810968100781,-26.610348658643474,-1
12656,16,126,1723,0,529.5371211916686,31.621910610805685,-1
12657,10,47,1044,0,-150.8561312104532,-32.97237932424552,-1
12658,18,36,320,0,-874.9504910801295,-30.535659976715777,-1
12659,29,5,105,0,-1090.5399138360833,-58.2905302410114,-1
12660,10,13,127,0,-1068.3416716110537,-48.77894013353913,-1
12662,0,230,2058,0,866.5376770670052,130.1294566043161,-1
12664,7,37,1203,0,7.9257936718775,-45.72251361950997,-1
12665,324,3,37,1,-1159.290045205144,-89.82523227210297,-1
12667,57,33,395,0,-800.1191377406474,-39.07334803326011,-1
12668,11,161,1634,0,441.2483271064377,68.69324555231685,-1
12669,150,101,1115,1,-79.16166159147792,4.671468680265413,-1
12670,9,92,1397,0,202.95484961622856,4.947210662955193,-1
12672,329,10,78,1,-1118.1738690640645,-84.19325252136397,-1
12673,4,42,351,0,-843.8052181377641,-23.712762209554143,-1
12674,38,83,1133,0,-61.24077734429693,-1.8552144983530425,-1
12676,24,45,670,0,-524.857372476885,-29.085184955480916,-1
12678,41,165,10923,0,9728.462098816819,-112.80633157659616,-1
12679,58,48,554,0,-640.8600515366703,-27.3844028991853,-1
12680,0,52,443,0,-751.6183379112438,-15.156811254368577,-1
12681,14,638,7536,0,6351.394946624923,426.81406455939003,-1
12682,3,525,5575,0,4388.598784883507,354.1013062159138,-1
12683,3,344,4987,0,3797.1863739295704,185.67282962034778,-1
12684,7,105,1985,0,791.0996514449678,6.540612410838662,-1
12685,27,157,1523,0,330.1525226582851,65.21995274870342,-1
12686,371,7,107,1,-1089.3410146108424,-92.14203635196864,-1
12688,113,171,3028,0,1834.923992132785,40.59569501792578,-1
12689,25,72,628,0,-566.3257913712712,-1.5190087110973778,-1
12690,205,16,106,1,-1089.7579473293981,-65.79656662445598,-1
12691,27,32,394,0,-801.0647686702443,-36.90760352423294,-1
12693,126,39,255,0,-940.1446843942148,-37.582358754286965,-1
12694,69,37,509,0,-686.0926567798876,-38.59000860188226,-1
12695,6,27,220,0,-975.0770670073925,-36.265369967946256,-1
12697,28,41,508,0,-686.9138842427415,-30.30121344919911,-1
12700,7,268,2967,0,1776.08549032221,149.33753377812036,-1
12701,79,53,678,0,-516.8381155107439,-27.045172367460513,-1
12702,19,12,53,0,-1142.3689837941984,-49.262813611416675,-1
12703,70,21,164,0,-1031.34028043763,-47.83158127495019,-1
12704,6,88,1006,0,-188.04033522850818,8.959054074068277,-1
12705,14,334,3997,0,2807.155400286987,194.01120730410955,-1
12707,291,33,256,1,-939.6668586408266,-60.840211200997004,-1
12708,29,157,1307,0,114.18924710051556,69.25051578555906,-1
12709,14,208,3936,0,2743.7127686434296,69.9252659882062,-1
12710,96,77,851,0,-343.4456973013864,-8.357122657483337,-1
12712,28,133,1062,0,-131.22857582332517,50.30087977548705,-1
12713,0,38,508,0,-686.9035768648625,-30.353084291369868,-1
12714,8,259,3069,0,1877.8880607058957,138.28185701952302,-1
12715,105,21,197,0,-998.4325728448063,-52.14317948173139,-1
12716,3,69,708,0,-486.3456354153084,-3.7693075641482565,-1
12717,150,55,506,1,-688.9403215477003,-29.11265638768148,-1
12718,70,19,203,0,-992.3867564003351,-50.5857475096829,-1
12719,4,39,374,0,-820.8680893227893,-27.147172059165076,-1
12720,2,354,4672,0,3482.444339382808,201.90385551691588,-1
12721,31,161,1959,0,766.1365783964764,60.22011074670306,-1
12722,84,53,566,0,-628.8288030211073,-25.370097368699618,-1
12723,3,69,434,0,-760.2928208808048,1.6091156381546199,-1
12724,4,53,445,0,-749.6090648826467,-14.620481341555,-1
12725,370,24,164,1,-1032.0183985830095,-76.25291840891273,-1
12726,27,124,3143,0,1949.1974452118172,0.6082162367494846,-1
12727,10,139,2098,0,904.732800321183,37.81507302032588,-1
12728,70,46,419,0,-775.9024505821706,-27.979245047761616,-1
12729,113,26,233,0,-962.3617570602428,-48.715720303305915,-1
12731,23,274,8437,0,7245.108719879946,46.25634070108495,-1
12732,179,12,111,1,-1084.7729933764165,-67.15025782182369,-1
12733,233,22,137,1,-1058.7157922261322,-63.37026714772669,-1
12734,352,4,88,1,-1108.3491415910348,-92.76307904578768,-1
12735,314,43,368,1,-827.5501235292386,-55.503230496293966,-1
12736,332,4,173,1,-1023.3164219290529,-92.33794976186797,-1
12738,371,11,148,1,-1048.271000384724,-88.9695884119705,-1
12739,77,38,486,0,-709.0883856534824,-37.98167029177078,-1
12740,63,27,342,0,-853.2405286067886,-44.626954308281015,-1
12743,133,134,319,0,-874.3236750831031,54.88825252029858,-1
12744,51,222,5241,0,4048.643093018658,54.35622928164557,-1
12747,1,103,1275,0,81.21227918002864,19.116863684579585,-1
12748,0,4596,25748,3,24637.01788851921,4006.2785009053437,-1
12749,3,199,1471,0,279.0396002087216,110.51412644824151,-1
12750,128,15,137,0,-1058.5943526074873,-59.338956282939016,-1
12752,80,53,2262,0,1066.8541073221234,-58.242635587340985,-1
12753,22,197,11421,0,10227.03609303018,-88.77478863398792,-1
12754,235,63,6481,1,5284.855118040316,-147.34099541325926,-1
12755,280,4,1491,1,294.5571983003101,-112.76593571464848,-1
12756,86,4,144,0,-1051.706856154837,-66.017196318289,-1
12757,15,371,2402,0,1213.1811208333368,262.0047793525484,-1
12758,116,97,2135,0,940.6472887724715,-15.76849621031954,-1
12759,51,95,902,0,-291.9944172557813,13.250043212962098,-1
12762,7,69,1227,0,32.54450462859495,-14.375628444415192,-1
12763,137,18,316,0,-879.5925143649324,-60.81178955398708,-1
12764,316,45,386,1,-809.5195449050309,-54.07729514524825,-1
12766,3,310,3646,0,2455.7825611298076,178.18908427739146,-1
12769,238,32,356,1,-839.5754884089149,-58.24936318118292,-1
12770,210,12,743,1,-452.9709245485724,-82.8010721562745,-1
12772,59,55,556,0,-638.7265372517629,-20.568157513089538,-1
12775,16,66,877,0,-317.46856607795326,-11.430444402553178,-1
12778,19,50,825,0,-369.7775769652253,-26.632758454722264,-1
12779,37,149,2024,0,830.8755668884444,46.38437648572376,-1
12781,63,25,671,0,-524.3429031644062,-53.07361225348028,-1
12782,4,103,1086,0,-107.758655916326,22.512755202232086,-1
12783,1,84,624,0,-570.0323444839344,13.003595772693203,-1
12784,8,59,300,0,-894.4740606353969,-6.2270863947782615,-1
12785,363,14,131,1,-1065.1896442291904,-84.81550695950527,-1
12787,9,20,261,0,-934.2286904512299,-44.344398116439734,-1
12789,64,4,4,0,-1191.6258565200637,-60.966116814963726,-1
12790,191,21,166,1,-1029.6377435292532,-60.537230151382886,-1
12791,373,2,97,1,-1099.4413938600228,-97.12666597292969,-1
12792,256,25,217,1,-978.7292439728297,-64.3653342879895,-1
12793,334,24,295,1,-900.9552626083798,-75.05584149913221,-1
12794,52,45,592,0,-602.9110829084575,-30.48516650513791,-1
12795,18,14,68,0,-1127.3304613487282,-47.46394768005939,-1
12797,365,13,118,1,-1078.2115280861276,-85.7640002430181,-1
12798,9,8,5256,0,4059.574753047097,-154.32440598528865,-1
12802,186,25,314,1,-881.5760780238935,-58.94171080134451,-1
12808,36,28,188,0,-1007.1250752032022,-37.783348178885845,-1
12809,177,25,220,1,-975.5358624891838,-56.1544301107903,-1
12811,260,31,230,1,-965.6246948221183,-59.07336585932902,-1
12812,44,15,164,0,-1031.3933212812287,-51.075750309600515,-1
12814,101,2,49,0,-1146.7643309112952,-67.71125247230536,-1
12815,147,47,379,1,-816.0643105201011,-34.260191853436524,-1
12816,95,29,128,0,-1067.2388867060076,-41.787452939170876,-1
12817,280,4,53,1,-1143.1656217704342,-84.53902854343848,-1
12818,261,14,929,1,-267.09303270427483,-89.80222081311842,-1
12820,2,59,722,0,-472.54067160881186,-13.882557827533347,-1
12821,213,6,70,1,-1125.9654425139306,-75.87048100492224,-1
12822,70,46,550,0,-644.9277013267689,-30.55068095835168,-1
12823,74,5,230,0,-965.6744914570634,-65.45483148650331,-1
12824,59,25,232,0,-963.2484635103543,-44.03763391403169,-1
12826,2,91,1058,0,-135.98209983006905,11.339991438369822,-1
12827,5,25,197,0,-998.1091370493676,-37.69783982186779,-1
12828,2,56,494,0,-700.5551615961715,-12.39001795532667,-1
12829,336,11,376,1,-820.2290167129689,-89.78123274460921,-1
12830,37,38,9848,0,8651.205260965531,-217.56376966396084,-1
12831,261,9,135,1,-1061.0373826201253,-79.18813171070562,-1
12832,31,27,195,0,-1000.1336278291342,-38.39166071586453,-1
12833,144,24,156,1,-1039.4619843709847,-52.43799811583779,-1
12834,282,18,110,1,-1085.9088091507242,-71.9468897045391,-1
12836,58,175,1064,0,-128.484487055611,88.8823030294169,-1
12837,172,12,24,1,-1171.7390374914262,-64.709743926945,-1
12838,33,123,359,0,-834.3001386796234,53.63373906412474,-1
12839,2,314,3807,0,2616.8319000895035,179.11069931783902,-1
12840,143,113,1511,0,317.0129456126658,9.562784961455861,-1
12841,4,420,2757,0,1569.0941851498358,304.90916838516574,-1
12842,69,34,547,0,-648.1584192715461,-42.31885767789664,-1
12843,65,103,781,0,-412.84963240013883,22.114150526807478,-1
12844,28,52,125,0,-1069.6257874366818,-11.8457651815705,-1
12845,266,27,204,1,-991.7123314747414,-63.168338495792355,-1
12847,21,91,909,0,-285.00002806376983,12.275817098781772,-1
12849,30,51,623,0,-571.7461684729304,-22.824821444560584,-1
12851,96,50,109,0,-1085.8286146336063,-20.638622913523918,-1
12852,294,17,149,1,-1046.9652680704428,-74.96291475635347,-1
12853,134,78,800,0,-394.5096846686222,-10.33959180839426,-1
12854,78,110,627,0,-566.7155107659868,30.73639292737552,-1
12855,372,3,30,1,-1166.4065448876859,-94.71251106027546,-1
12856,7,314,1079,0,-110.65454354399367,232.13597540136027,-1
12857,210,46,343,1,-852.2315274255591,-41.14274726875867,-1
12863,51,5,188,0,-1007.6099265056498,-62.22274068400358,-1
12864,137,3,216,0,-979.8654282283128,-73.7635432235924,-1
12865,25,95,925,0,-268.9350157398434,15.520273436077801,-1
12866,282,26,171,1,-1024.7647328692005,-65.18977890757803,-1
12867,25,538,4298,0,3112.0441480241807,389.7909765663782,-1
12868,185,107,928,1,-266.0946724716565,10.644185198985994,-1
12871,83,11,200,0,-995.573929827229,-59.84220850053778,-1
12872,326,66,319,1,-876.1221173312096,-32.92838780020292,-1
12873,281,4,128,1,-1068.1825334902464,-86.11590558713264,-1
12875,142,2,2019,1,822.7552814983969,-110.67285491871286,-1
12876,57,85,1941,0,746.5957876242494,-17.71598723639695,-1
12877,3,154,1178,0,-14.780490657848532,71.52146046710402,-1
12878,235,47,547,1,-648.3127495791748,-46.76983141672761,-1
12879,44,10,370,0,-825.5304249726397,-60.090942967417206,-1
12881,275,7,21,1,-1175.0887398682028,-80.40455059960067,-1
12882,8,13,246,0,-949.3596989370549,-50.905462839652515,-1
12883,24,42,196,0,-998.8244450354567,-22.763841770257784,-1
12884,87,7,43,0,-1152.6314053619633,-61.15638340305712,-1
12885,62,71,655,0,-539.4413169118136,-6.9165051737129914,-1
12886,67,82,770,0,-424.26148741920906,1.2401562189365194,-1
12888,213,5,76,1,-1119.986078319313,-76.98256881852551,-1
12890,23,82,259,0,-935.054962027508,15.876679312200054,-1
12891,185,3,950,1,-246.12475845854465,-93.19611979609495,-1
12893,30,34,96,0,-1098.9757350396048,-29.38349604863167,-1
12895,41,22,210,0,-985.2584674158652,-44.70446967424701,-1
12897,204,4,110,1,-1085.9900145506042,-77.70214831632255,-1
12901,8,116,23075,0,21877.246291241776,-396.6081874706175,-1
12902,264,10,66,1,-1130.0119688868183,-77.15344188123879,-1
12904,17,72,302,0,-892.2433121472767,5.717584436153132,-1
